,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
300,0,1.16154578293593,0.149,0.142,0,11,Hexim1
301,0,1.15340010042182,0.387,0.529,0,11,Paxbp1
302,2.44220794298013e-275,1.13834015272632,0.581,0.707,5.68741385761213e-271,11,Map4k4
303,5.63161672234636e-176,1.11702082052382,0.736,0.748,1.31149090230002e-171,11,Pfkfb3
304,1.55489773082123e-253,1.10459759663743,0.613,0.704,3.62104583553648e-249,11,Hivep1
305,1.24671297982828e-277,1.10097541216025,0.473,0.593,2.9033451874241e-273,11,Nlrc5
306,0,1.08113143149533,0.442,0.633,0,11,Rogdi
307,0,1.07912314399527,0.748,0.926,0,11,Srrm2
308,0,1.07792864511535,0.321,0.541,0,11,Polr2a
309,0,1.07579854293508,0.344,0.4,0,11,Arhgef40
310,2.61680607209344e-305,1.07386520965671,0.488,0.577,6.09401798069121e-301,11,Mical3
311,0,2.31750917958681,0.93,0.373,0,12,Ccl22
312,1.67590988255092e-229,2.31107714187254,0.915,0.605,3.90285893448458e-225,12,Large1
313,0,2.05138208673584,0.957,0.461,0,12,Ccnd2
314,1.75050724997862e-137,1.797537926791,0.428,0.108,4.07658128375022e-133,12,Ccl17
315,1.69137078998456e-248,1.63718557043987,0.984,0.646,3.93886429571605e-244,12,Apol7c
316,5.29698218790818e-200,1.57963667010433,0.549,0.098,1.23356121192006e-195,12,Gm7247
317,1.51274648190762e-302,1.47445015682338,0.999,0.659,3.52288400706646e-298,12,Il4i1
318,7.04034804912947e-253,1.43468589540131,0.889,0.431,1.63955625368127e-248,12,Anxa2
319,1.00629446916884e-307,1.4135708691223,1,0.812,2.3434585598004e-303,12,Cers6
320,2.28034041500343e-167,1.40958007387745,0.295,0.02,5.31045675845998e-163,12,Rgs7bp
321,5.86432078594169e-276,1.39544866022027,0.997,0.753,1.3656830246301e-271,12,Swap70
322,3.17876478081746e-264,1.39513372891857,1,0.853,7.40270742156771e-260,12,Jak2
323,3.07007382500102e-315,1.39010477363175,0.875,0.37,7.14958792366237e-311,12,Csrp1
324,1.47096270408431e-289,1.37929731095008,0.997,0.795,3.42557794527155e-285,12,Lpp
325,9.7291637516496e-267,1.32432933423147,1,0.736,2.26572765448416e-262,12,Clic4
326,1.58121698752752e-119,1.31831185535705,0.438,0.124,3.68233812055409e-115,12,Mylk
