"","Symbol","vst.mean","vst.variance","vst.variance.expected","vst.variance.standardized","vst.variable","symbol.unique","prev.names"
"SDC2","Sdc2",0.0528339083292262,0.0940142966419105,0.0661562194921066,1.42109536130804,TRUE,"Sdc2","ENSMUSG00000022261"
"CPQ","Cpq",0.614687037949729,1.39617622548756,1.20554280552708,1.15813077651533,TRUE,"Cpq","ENSMUSG00000039007"
"TSPYL5","Tspyl5",0.0015771315919172,0.00196912124354587,0.00175971299763527,1.11900136339961,TRUE,"Tspyl5","ENSMUSG00000038984"
"MTDH","Mtdh",1.24218827008379,2.41324363371475,3.10053650051629,0.778330986689943,FALSE,"Mtdh","ENSMUSG00000022255"
"LAPTM4B","Laptm4b",0.466633809758502,2.55194751031187,0.847046897595337,3.01275822809398,TRUE,"Laptm4b","ENSMUSG00000022257"
"MATN2","Matn2",0.0015771315919172,0.00177196036026511,0.00175971299763527,1.00695986370863,TRUE,"Matn2","ENSMUSG00000022324"
"RPL30","Rpl30",1.74440611138492,2.66682226407937,5.01620585424805,0.531641312491389,FALSE,"Rpl30","ENSMUSG00000058600"
"ERICH5","Erich5",0.0003942828979793,0.000394166292232658,0.000406061054710227,0.970706960592276,FALSE,"Erich5","ENSMUSG00000044726"
"RIDA","Rida",0.00640709709216363,0.00656383464994178,0.00775396242482757,0.846513600443162,FALSE,"Rida","ENSMUSG00000022323"
"POP1","Pop1",0.0167570231641203,0.0190409410550177,0.0207540376501359,0.917457189584169,FALSE,"Pop1","ENSMUSG00000022325"
"STK3","Stk3",0.482602267126663,0.790928558768511,0.883933560753985,0.894782813873337,FALSE,"Stk3","ENSMUSG00000022329"
"VPS13B","Vps13b",1.41015278462297,2.55997183193835,3.70461234583717,0.691022863651306,FALSE,"Vps13b","ENSMUSG00000037646"
"COX6C","Cox6c",0.212124199112863,0.24226229529861,0.323461107434995,0.748968855080357,FALSE,"Cox6c","ENSMUSG00000014313"
"POLR2K","Polr2k",0.0386397240019714,0.0406992535677472,0.0479302813374396,0.849134460138378,FALSE,"Polr2k","ENSMUSG00000045996"
"SPAG1","Spag1",0.0100542138984722,0.0107427513981029,0.0122855623888481,0.874420808595163,FALSE,"Spag1","ENSMUSG00000037617"
"RNF19A","Rnf19a",0.374371611631345,0.683175928531567,0.642369442384037,1.06352494912601,TRUE,"Rnf19a","ENSMUSG00000022280"
"ANKRD46","Ankrd46",0.0131099063578117,0.0137279556835973,0.0161416107740257,0.850469998055436,FALSE,"Ankrd46","ENSMUSG00000048307"
"PABPC1","Pabpc1",2.1828486939379,4.62202441568869,6.94696538597557,0.665329990706398,FALSE,"Pabpc1","ENSMUSG00000022283"
"YWHAZ","Ywhaz",1.67954657466732,3.08923559880173,4.75058956563715,0.650284676484612,FALSE,"Ywhaz","ENSMUSG00000022285"
"ZFP706","Zfp706",0.0979793001478561,0.108892801227626,0.130461880920954,0.83467140331667,FALSE,"Zfp706","ENSMUSG00000062397"
"GM26766","Gm26766",0.00059142434696895,0.000591132832602345,0.000623069852991807,0.948742472074184,FALSE,"Gm26766","ENSMUSG00000097259"
"NCALD","Ncald",0.164613109906358,0.438002376425118,0.238861856880502,1.8337058170164,TRUE,"Ncald","ENSMUSG00000051359"
"RRM2B","Rrm2b",0.0480039428289798,0.0577308832652094,0.0598421374583891,0.964719605902329,FALSE,"Rrm2b","ENSMUSG00000022292"
"GM49085","Gm49085",0.0027599802858551,0.00354127765693967,0.00318542631383386,1.11171231353254,TRUE,"Gm49085","ENSMUSG00000115249"
"UBR5","Ubr5",1.32045342533268,2.69885704990576,3.37731411198037,0.799113425763977,FALSE,"Ubr5","ENSMUSG00000037487"
"GM35167","Gm35167",0.00128141941843273,0.00127990354372638,0.0014147155933766,0.904707313412402,FALSE,"Gm35167","ENSMUSG00000115680"
"KLF10","Klf10",0.0329226219812716,0.0393339751831877,0.0408227487149645,0.963530786665745,FALSE,"Klf10","ENSMUSG00000037465"
"AZIN1","Azin1",0.511384918679152,1.05549438504463,0.951508763573657,1.10928498554275,TRUE,"Azin1","ENSMUSG00000037458"
"GM49077","Gm49077",0.00177427304090685,0.00177129959436748,0.00199314373017622,0.888696368229736,FALSE,"Gm49077","ENSMUSG00000115546"
"ATP6V1C1","Atp6v1c1",0.0981764415968457,0.116937723202834,0.130757129954883,0.894312403791531,FALSE,"Atp6v1c1","ENSMUSG00000022295"
"FZD6","Fzd6",0.0299655002464268,0.0365625480998706,0.0371542923174536,0.984073328257013,FALSE,"Fzd6","ENSMUSG00000022297"
"CTHRC1","Cthrc1",0.000887136520453425,0.00128075865253509,0.000960191836164921,1.33385705261829,TRUE,"Cthrc1","ENSMUSG00000054196"
"SLC25A32","Slc25a32",0.0499753573188763,0.0677900723422054,0.0624037782329065,1.08631358968676,TRUE,"Slc25a32","ENSMUSG00000022299"
"DCAF13","Dcaf13",0.190241498275012,0.230563279606583,0.284225387495354,0.811198751942459,FALSE,"Dcaf13","ENSMUSG00000022300"
"DCSTAMP","Dcstamp",0.106062099556432,0.728103034392478,0.142688385301897,5.10274913302839,TRUE,"Dcstamp","ENSMUSG00000022303"
"DPYS","Dpys",0.00128141941843273,0.00127990354372638,0.0014147155933766,0.904707313412402,FALSE,"Dpys","ENSMUSG00000022304"
"LRP12","Lrp12",0.0909807787087235,0.127269789161263,0.120058145606176,1.06006792391033,TRUE,"Lrp12","ENSMUSG00000022305"
"OXR1","Oxr1",0.24494825036964,0.45192267328779,0.383997294022713,1.17689025501586,TRUE,"Oxr1","ENSMUSG00000022307"
"ANGPT1","Angpt1",0.0282897979300148,0.0738250027596692,0.0350882836025171,2.10397874105113,TRUE,"Angpt1","ENSMUSG00000022309"
"EIF3E","Eif3e",0.404337111877772,0.46938181852103,0.70726066733042,0.663661702399949,FALSE,"Eif3e","ENSMUSG00000022336"
"EMC2","Emc2",0.126466239526861,0.150309918640286,0.174881913150334,0.859493791739746,FALSE,"Emc2","ENSMUSG00000022337"
"NUDCD1","Nudcd1",0.0551010349926072,0.0727719362617448,0.0691731246052112,1.05202615433483,TRUE,"Nudcd1","ENSMUSG00000038736"
"ENY2","Eny2",0.118974864465254,0.150571504198584,0.162846311403266,0.924623363594136,FALSE,"Eny2","ENSMUSG00000022338"
"EBAG9","Ebag9",0.033809758501725,0.0379932228740052,0.0419386733546294,0.905923336027774,FALSE,"Ebag9","ENSMUSG00000022339"
"TRPS1","Trps1",2.5886643666831,13.2011530364916,8.93664548256577,1.4771933229583,TRUE,"Trps1","ENSMUSG00000038679"
"EIF3H","Eif3h",0.409659931000493,0.490679547196542,0.718948246640042,0.682496340299491,FALSE,"Eif3h","ENSMUSG00000022312"
"UTP23","Utp23",0.0211927057663874,0.0231115504988394,0.0262951203272991,0.878929254217765,FALSE,"Utp23","ENSMUSG00000022313"
"RAD21","Rad21",0.392607195662888,0.545864110772367,0.681673854350884,0.800770203064517,FALSE,"Rad21","ENSMUSG00000022314"
"AARD","Aard",9.8570724494825e-05,9.8570724494825e-05,9.82363604104317e-05,1.00019748666828,FALSE,"Aard","ENSMUSG00000068522"
"MED30","Med30",0.0648595367175949,0.0715026049723806,0.0825242106160513,0.866443973697002,FALSE,"Med30","ENSMUSG00000038622"
"EXT1","Ext1",1.02168555938886,2.95280256081765,2.3666497857115,1.24767195325858,TRUE,"Ext1","ENSMUSG00000061731"
"SAMD12","Samd12",0.00423854115327748,0.00481247463825011,0.00503325939796127,0.956134833861216,FALSE,"Samd12","ENSMUSG00000058656"
"TNFRSF11B","Tnfrsf11b",0.0286840808279941,0.148132189715995,0.0355747980509012,4.16396431833693,TRUE,"Tnfrsf11b","ENSMUSG00000063727"
"ENPP2","Enpp2",0.0133070478068014,0.0235807914576184,0.0163931228456485,1.43845633804166,TRUE,"Enpp2","ENSMUSG00000022425"
"TAF2","Taf2",0.166584524396254,0.199770519890607,0.242312183211133,0.824434484652167,FALSE,"Taf2","ENSMUSG00000037343"
"DSCC1","Dscc1",0.00443568260226713,0.00481076442063269,0.00528005664931308,0.911119849681642,FALSE,"Dscc1","ENSMUSG00000022422"
"DEPTOR","Deptor",0.055199605717102,0.100659327760097,0.0693052147303094,1.45240626050719,TRUE,"Deptor","ENSMUSG00000022419"
"COL14A1","Col14a1",0.003942828979793,0.0151658405797327,0.00466081741261339,1.69657656046877,TRUE,"Col14a1","ENSMUSG00000022371"
"MRPL13","Mrpl13",0.0737309019221291,0.0980726819166256,0.094974536948757,1.03262079571433,TRUE,"Mrpl13","ENSMUSG00000022370"
"MTBP","Mtbp",0.0550024642681124,0.0920059764332009,0.0690411088872954,1.33262599509222,TRUE,"Mtbp","ENSMUSG00000022369"
"SNTB1","Sntb1",0.115722030556925,0.400842107267958,0.157691350081808,2.54194099460752,TRUE,"Sntb1","ENSMUSG00000060429"
"HAS2","Has2",0.0701823558403154,0.459190670607423,0.0899521083712728,5.1048349941075,TRUE,"Has2","ENSMUSG00000022367"
"ZHX2","Zhx2",2.87777230162642,9.15185702425223,10.468564522143,0.874222726993238,FALSE,"Zhx2","ENSMUSG00000071757"
"DERL1","Derl1",0.267323804829965,0.314769108961081,0.426583918082062,0.737883205668629,FALSE,"Derl1","ENSMUSG00000022365"
"TBC1D31","Tbc1d31",0.085066535239034,0.17602401223272,0.111359452963341,1.58068316203624,TRUE,"Tbc1d31","ENSMUSG00000022364"
"FAM83A","Fam83a",0.0196155741744702,0.0206128253883359,0.0243248100316736,0.847399234012344,FALSE,"Fam83a","ENSMUSG00000051225"
"9130401M01RIK","9130401M01Rik",0.0186298669295219,0.0188760799635569,0.0230930819462148,0.817391113387135,FALSE,"9130401M01Rik","ENSMUSG00000101892"
"GM29394","Gm29394",0.0143913257762445,0.0147770964547189,0.0177753161531567,0.831326786392745,FALSE,"Gm29394","ENSMUSG00000022362"
"ZHX1","Zhx1",0.0644652538196156,0.0697791526027177,0.081977027492328,0.851203742527115,FALSE,"Zhx1","ENSMUSG00000022361"
"ATAD2","Atad2",0.259142434696895,0.541375644635427,0.410888138262822,1.31757428414529,TRUE,"Atad2","ENSMUSG00000022360"
"WDYHV1","Wdyhv1",0.0392311483489404,0.0438077684303154,0.0486616168441926,0.900253038664576,FALSE,"Wdyhv1","ENSMUSG00000022359"
"FBXO32","Fbxo32",0.0288812222769837,0.0353448148533954,0.0358178866922205,0.986792301765592,FALSE,"Fbxo32","ENSMUSG00000022358"
"GM15943","Gm15943",0.00611138491867915,0.00784908262372259,0.00738492595401399,1.06285190570615,TRUE,"Gm15943","ENSMUSG00000086801"
"FAM91A1","Fam91a1",0.358797437161163,0.419753285561247,0.609428713315817,0.688765193352028,FALSE,"Fam91a1","ENSMUSG00000037119"
"TMEM65","Tmem65",0.114834894036471,0.205561647126133,0.156293919187513,1.31522485452243,TRUE,"Tmem65","ENSMUSG00000062373"
"TRMT12","Trmt12",0.00384425825529818,0.00402701832886863,0.00453629890090146,0.887732139535244,FALSE,"Trmt12","ENSMUSG00000037085"
"RNF139","Rnf139",0.112863479546575,0.127146225938405,0.153202350885472,0.829923465296245,FALSE,"Rnf139","ENSMUSG00000037075"
"TATDN1","Tatdn1",0.0322326269098078,0.0357314600749696,0.0399608705056163,0.894161203769263,FALSE,"Tatdn1","ENSMUSG00000050891"
"NDUFB9","Ndufb9",0.0696895022178413,0.0760774370989734,0.0892594104532445,0.852318390998369,FALSE,"Ndufb9","ENSMUSG00000022354"
"MTSS1","Mtss1",0.339871858058157,0.618111379477077,0.570218016086295,1.0839913191791,TRUE,"Mtss1","ENSMUSG00000022353"
"SQLE","Sqle",0.0824051256776737,0.132601470320727,0.107473124611885,1.23381050657631,TRUE,"Sqle","ENSMUSG00000022351"
"WASHC5","Washc5",0.0673238048299655,0.0815277840399387,0.0859519314079759,0.948527656149596,FALSE,"Washc5","ENSMUSG00000022350"
"NSMCE2","Nsmce2",0.688910793494332,1.28294582652482,1.39849348521518,0.917377049008844,FALSE,"Nsmce2","ENSMUSG00000059586"
"TRIB1","Trib1",0.0691966485953672,0.0890599322442871,0.088567963362026,1.00555470469893,TRUE,"Trib1","ENSMUSG00000032501"
"GM2682","Gm2682",0.0419911286347955,0.162668747949682,0.0521115492069906,3.12154887784186,TRUE,"Gm2682","ENSMUSG00000115681"
"MYC","Myc",0.0142927550517496,0.0160614698853999,0.0176499232570118,0.910002250520786,FALSE,"Myc","ENSMUSG00000022346"
"PVT1","Pvt1",0.240413997042878,0.454320806507523,0.375502080802387,1.20990223419464,TRUE,"Pvt1","ENSMUSG00000097039"
"ASAP1","Asap1",1.03016264169542,4.55646394239374,2.39352588950247,1.90366185817231,TRUE,"Asap1","ENSMUSG00000022377"
"EFR3A","Efr3a",0.505569245933958,0.697548830599822,0.937741986576178,0.743860081541902,FALSE,"Efr3a","ENSMUSG00000015002"
"KCNQ3","Kcnq3",0.00975850172498768,0.0408156455371872,0.0119148716197268,3.23622342857199,TRUE,"Kcnq3","ENSMUSG00000056258"
"TMEM71","Tmem71",0.0577624445539675,0.0735559155650012,0.0727638272848303,1.01088574240426,TRUE,"Tmem71","ENSMUSG00000036944"
"PHF20L1","Phf20l1",1.2134056185313,1.97722563445193,3.00084000326025,0.658890721365962,FALSE,"Phf20l1","ENSMUSG00000072501"
"TG","Tg",0.0339083292262198,0.0402538973527386,0.0420628877366641,0.956993195634808,FALSE,"Tg","ENSMUSG00000053469"
"SLA","Sla",0.570823065549532,1.02044199796946,1.09549243516613,0.931491597032087,FALSE,"Sla","ENSMUSG00000022372"
"NDRG1","Ndrg1",0.102710694923608,0.496941586739905,0.137587035222035,3.61183439949811,TRUE,"Ndrg1","ENSMUSG00000005125"
"ST3GAL1","St3gal1",0.449581074420897,1.39969052834838,0.808131077212737,1.73200928390973,TRUE,"St3gal1","ENSMUSG00000013846"
"ZFAT","Zfat",0.0851651059635288,0.108085306432127,0.111503781574489,0.969342069891357,FALSE,"Zfat","ENSMUSG00000022335"
"GM20732","Gm20732",0.336027599802859,0.472346403023654,0.562355746059204,0.839942343140803,FALSE,"Gm20732","ENSMUSG00000093387"
"KHDRBS3","Khdrbs3",0.0637752587481518,0.0993431986977478,0.0810204906417422,1.22614906316755,TRUE,"Khdrbs3","ENSMUSG00000022332"
"TRAPPC9","Trappc9",0.519862000985707,0.841112756979609,0.971678040115418,0.865629068739367,FALSE,"Trappc9","ENSMUSG00000047921"
"CHRAC1","Chrac1",0.0458353868900936,0.0486678376474865,0.0570419380027573,0.853193971865647,FALSE,"Chrac1","ENSMUSG00000068391"
"AGO2","Ago2",1.64849679645145,2.92040019480918,4.62530271418741,0.631396553970665,FALSE,"Ago2","ENSMUSG00000036698"
"PTK2","Ptk2",0.164810251355347,0.274688215667773,0.239206398055576,1.14833139038341,TRUE,"Ptk2","ENSMUSG00000022607"
"DENND3","Dennd3",0.648201084277969,1.03996743590179,1.29162794815862,0.805160214583814,FALSE,"Dennd3","ENSMUSG00000036661"
"SLC45A4","Slc45a4",0.0634795465746673,0.0750314641173018,0.0806109804021721,0.930784661630046,FALSE,"Slc45a4","ENSMUSG00000079020"
"PTP4A3","Ptp4a3",0.0231641202562839,0.0255871876715077,0.0287279851576798,0.890671153269772,FALSE,"Ptp4a3","ENSMUSG00000059895"
"ARC","Arc",0.00936421882700838,0.0106575709001808,0.0114208750041988,0.933165882321859,FALSE,"Arc","ENSMUSG00000022602"
"JRK","Jrk",0.00147856086742238,0.00147652026685614,0.00164394277658703,0.898157945571273,FALSE,"Jrk","ENSMUSG00000046380"
"THEM6","Them6",0.00620995564317398,0.00617200047264195,0.007508323557977,0.822021110968866,FALSE,"Them6","ENSMUSG00000056665"
"LYNX1","Lynx1",0.0003942828979793,0.000394166292232658,0.000406061054710227,0.970706960592276,FALSE,"Lynx1","ENSMUSG00000022594"
"LY6D","Ly6d",0.00542138984721538,0.00894142582397508,0.00651809312847554,1.37178552802701,TRUE,"Ly6d","ENSMUSG00000034634"
"LY6K","Ly6k",0.000295712173484475,0.000295653870611154,0.0003007916145108,0.982919258211364,FALSE,"Ly6k","ENSMUSG00000044678"
"LY6E","Ly6e",2.76796451453918,5.78093340568093,9.87568758928525,0.585370218874978,FALSE,"Ly6e","ENSMUSG00000022587"
"LY6I","Ly6i",0.0187284376540168,0.0238999996890514,0.0232161648046867,1.02945511845378,TRUE,"Ly6i","ENSMUSG00000022586"
"LY6A","Ly6a",0.659733859043864,1.65826116733235,1.32164648361032,1.2546934357231,TRUE,"Ly6a","ENSMUSG00000075602"
"LY6C1","Ly6c1",0.000295712173484475,0.000295653870611154,0.0003007916145108,0.982919258211364,FALSE,"Ly6c1","ENSMUSG00000079018"
"LY6C2","Ly6c2",0.00916707737801873,0.0144072813292433,0.0111739918845935,1.28935849229565,TRUE,"Ly6c2","ENSMUSG00000022584"
"ZFP41","Zfp41",0.00601281419418433,0.0067658929745815,0.00726127265326823,0.931777843590027,FALSE,"Zfp41","ENSMUSG00000047003"
"TOP1MT","Top1mt",0.0137013307047807,0.014500740835177,0.0168962193017945,0.85822399533113,FALSE,"Top1mt","ENSMUSG00000000934"
"RHPN1","Rhpn1",0.0035485460818137,0.00412778512825855,0.00416302228803326,0.991535678327738,FALSE,"Rhpn1","ENSMUSG00000022580"
"MAFA","Mafa",0.00019714144898965,0.000197122014698543,0.000197981570461901,0.995658405166944,FALSE,"Mafa","ENSMUSG00000047591"
"ZC3H3","Zc3h3",0.0757023164120256,0.0812165438678588,0.0977894679152595,0.830524448074895,FALSE,"Zc3h3","ENSMUSG00000075600"
"GSDMD","Gsdmd",0.0786594381468704,0.0864776979848961,0.102041565048244,0.847475221925621,FALSE,"Gsdmd","ENSMUSG00000022575"
"NAPRT","Naprt",0.0051256776737309,0.00608571222012677,0.00614619331656157,0.990159584425724,FALSE,"Naprt","ENSMUSG00000022574"
"EEF1D","Eef1d",0.113750616067028,0.120340278889851,0.15459114833629,0.778442234144416,FALSE,"Eef1d","ENSMUSG00000055762"
"TIGD5","Tigd5",0.0003942828979793,0.000394166292232658,0.000406061054710227,0.970706960592276,FALSE,"Tigd5","ENSMUSG00000103906"
"PYCRL","Pycrl",0.0106456382454411,0.012702116627513,0.0130274131490881,0.975029845307561,FALSE,"Pycrl","ENSMUSG00000022571"
"ZFP623","Zfp623",0.00482996550024643,0.00500427165718533,0.00577453776993296,0.866609910015953,FALSE,"Zfp623","ENSMUSG00000050846"
"ZFP707","Zfp707",0.0261212419911286,0.0283988437374162,0.0323943626790567,0.876660054058618,FALSE,"Zfp707","ENSMUSG00000034429"
"CCDC166","Ccdc166",0.00335140463282405,0.00373482376207452,0.003915508102592,0.953854177852968,FALSE,"Ccdc166","ENSMUSG00000098176"
"FAM83H","Fam83h",0.0043371118777723,0.00431872703838506,0.00515673360249568,0.837492756324457,FALSE,"Fam83h","ENSMUSG00000046761"
"SCRIB","Scrib",0.0375554460325283,0.0385145282986598,0.0465923465258681,0.826627786975205,FALSE,"Scrib","ENSMUSG00000022568"
"PUF60","Puf60",0.114933464760966,0.123421488573414,0.156449002452871,0.788892780640079,FALSE,"Puf60","ENSMUSG00000002524"
"NRBP2","Nrbp2",0.000689995071463775,0.000689586951350528,0.000734170291442783,0.939273843395869,FALSE,"Nrbp2","ENSMUSG00000075590"
"PLEC","Plec",0.0822079842286841,0.0922159445143201,0.107186095579757,0.860334953106903,FALSE,"Plec","ENSMUSG00000022565"
"PARP10","Parp10",0.0943321833415476,0.109298511488775,0.125022560484025,0.87423030743912,FALSE,"Parp10","ENSMUSG00000063268"
"GRINA","Grina",0.158600295712173,0.17683479142341,0.22841282386026,0.774189419117712,FALSE,"Grina","ENSMUSG00000022564"
"SMPD5","Smpd5",0.00384425825529818,0.00402701832886863,0.00453629890090146,0.887732139535244,FALSE,"Smpd5","ENSMUSG00000071724"
"OPLAH","Oplah",0.00167570231641203,0.00167305925282147,0.00187624085263416,0.891708146356886,FALSE,"Oplah","ENSMUSG00000022562"
"EXOSC4","Exosc4",0.010152784622967,0.010642178941624,0.0124091614887844,0.857606611957032,FALSE,"Exosc4","ENSMUSG00000034259"
"GPAA1","Gpaa1",0.0374568753080335,0.0396063079044705,0.0464707782980014,0.852284152645107,FALSE,"Gpaa1","ENSMUSG00000022561"
"CYC1","Cyc1",0.0585510103499261,0.0614373718308501,0.073836547535963,0.832072650755048,FALSE,"Cyc1","ENSMUSG00000022551"
"SHARPIN","Sharpin",0.0429768358797437,0.0444856170698375,0.0533666742642035,0.833584211180207,FALSE,"Sharpin","ENSMUSG00000022552"
"MAF1","Maf1",0.059142434696895,0.0623535626165087,0.074643423732382,0.8353523927314,FALSE,"Maf1","ENSMUSG00000022553"
"GM35339","Gm35339",0.00601281419418433,0.00597724944145848,0.00726127265326823,0.823168296644001,FALSE,"Gm35339","ENSMUSG00000109179"
"HGH1","Hgh1",0.0047313947757516,0.00490663377866363,0.00565077282871518,0.868311986234856,FALSE,"Hgh1","ENSMUSG00000022554"
"MROH1","Mroh1",0.079448003942829,0.0885217772892422,0.103181037048557,0.857926803425953,FALSE,"Mroh1","ENSMUSG00000022558"
"BOP1","Bop1",0.0566781665845244,0.0593858491930098,0.0712951088592925,0.832958251178402,FALSE,"Bop1","ENSMUSG00000022557"
"SCX","Scx",0.0003942828979793,0.000394166292232658,0.000406061054710227,0.970706960592276,FALSE,"Scx","ENSMUSG00000034161"
"HSF1","Hsf1",0.130211927057664,0.143827882921612,0.180971502898228,0.794754315559243,FALSE,"Hsf1","ENSMUSG00000022556"
"DGAT1","Dgat1",9.33208477082307,60.5292001584284,66.7375399636943,0.906973799024624,FALSE,"Dgat1","ENSMUSG00000022555"
"SCRT1","Scrt1",0.0388368654509611,0.0416697826313411,0.0481738810899502,0.86498703630573,FALSE,"Scrt1","ENSMUSG00000048385"
"FBXL6","Fbxl6",0.0508624938393297,0.0534064425452394,0.0635629660087734,0.840213191717127,FALSE,"Fbxl6","ENSMUSG00000022559"
"SLC52A2","Slc52a2",0.0480039428289798,0.0510274132336637,0.0598421374583891,0.852700378042914,FALSE,"Slc52a2","ENSMUSG00000022560"
"ADCK5","Adck5",0.0192212912764909,0.0206281396097283,0.0238318354601962,0.865570746499211,FALSE,"Adck5","ENSMUSG00000022550"
"CPSF1","Cpsf1",0.0344011828486939,0.036375590219421,0.0426819015824185,0.852248584782,FALSE,"Cpsf1","ENSMUSG00000034022"
"SLC39A4","Slc39a4",0.0117299162148842,0.0119877898235833,0.0143893485461714,0.833101636611123,FALSE,"Slc39a4","ENSMUSG00000063354"
"VPS28","Vps28",0.0791522917693445,0.0845268838435739,0.102753472505863,0.822618270528524,FALSE,"Vps28","ENSMUSG00000115987"
"TONSL","Tonsl",0.00936421882700838,0.0102632491336193,0.0114208750041988,0.898639476383913,FALSE,"Tonsl","ENSMUSG00000059323"
"CYHR1","Cyhr1",0.0528339083292262,0.0563565679352852,0.0661562194921066,0.851871046561373,FALSE,"Cyhr1","ENSMUSG00000053929"
"KIFC2","Kifc2",0.00581567274519468,0.00597958155639131,0.00701374447041019,0.852551954468567,FALSE,"Kifc2","ENSMUSG00000004187"
"PPP1R16A","Ppp1r16a",0.0702809265648102,0.0750088426024542,0.0900907961523228,0.832591627624559,FALSE,"Ppp1r16a","ENSMUSG00000033819"
"GPT","Gpt",0.00620995564317398,0.00617200047264195,0.007508323557977,0.822021110968866,FALSE,"Gpt","ENSMUSG00000022546"
"MFSD3","Mfsd3",0.00147856086742238,0.00147652026685614,0.00164394277658703,0.898157945571273,FALSE,"Mfsd3","ENSMUSG00000019080"
"RECQL4","Recql4",0.0055199605717102,0.0058843535299669,0.00664205287265785,0.885923921832957,FALSE,"Recql4","ENSMUSG00000033762"
"LRRC14","Lrrc14",0.0148841793987186,0.0156498904683354,0.018400811404024,0.850500020065032,FALSE,"Lrrc14","ENSMUSG00000033728"
"C030006K11RIK","C030006K11Rik",0.0051256776737309,0.0054942295702845,0.00614619331656157,0.893923976566066,FALSE,"C030006K11Rik","ENSMUSG00000116138"
"ARHGAP39","Arhgap39",0.125677673730902,0.243371546332132,0.173605466683092,1.40186568419754,TRUE,"Arhgap39","ENSMUSG00000033697"
"ZFP251","Zfp251",0.0482996550024643,0.0800801625639585,0.0602252668790152,1.32967717228765,TRUE,"Zfp251","ENSMUSG00000022526"
"ZFP7","Zfp7",0.00601281419418433,0.0067658929745815,0.00726127265326823,0.931777843590026,FALSE,"Zfp7","ENSMUSG00000033669"
"COMMD5","Commd5",0.0003942828979793,0.000394166292232658,0.000406061054710227,0.970706960592276,FALSE,"Commd5","ENSMUSG00000055041"
"RPL8","Rpl8",1.17811729916215,1.60657945981997,2.88015970328875,0.557809158285741,FALSE,"Rpl8","ENSMUSG00000003970"
"ZFP647","Zfp647",0.00137999014292755,0.00137822162243681,0.00152907555137692,0.901343050836002,FALSE,"Zfp647","ENSMUSG00000054967"
"1110038F14RIK","1110038F14Rik",0.0481025135534746,0.0503278759252665,0.0599698076972361,0.839220231943255,FALSE,"1110038F14Rik","ENSMUSG00000063236"
"RBFOX2","Rbfox2",0.0225726959093149,0.0374438932015739,0.0279998564662826,1.33728875527144,TRUE,"Rbfox2","ENSMUSG00000033565"
"APOL7B","Apol7b",0.0754066042385411,0.152140570559693,0.0973661756248056,1.56256081317147,TRUE,"Apol7b","ENSMUSG00000068252"
"APOL7C","Apol7c",0.721537703302119,9.92669006425739,1.48595896182783,6.68032584967698,TRUE,"Apol7c","ENSMUSG00000044309"
"APOL10B","Apol10b",0.0200098570724495,0.0280893137829547,0.0248183193467882,1.13179758026564,TRUE,"Apol10b","ENSMUSG00000050014"
"APOL7E","Apol7e",0.10399211434204,0.138139621388916,0.139531870227024,0.990022001168293,FALSE,"Apol7e","ENSMUSG00000071716"
"APOL8","Apol8",0.00502710694923608,0.00519948911135537,0.00602226268837106,0.86337799933496,FALSE,"Apol8","ENSMUSG00000056656"
"MYH9","Myh9",2.00285855101035,4.15841059759676,6.12623513349315,0.678787298721528,FALSE,"Myh9","ENSMUSG00000022443"
"TXN2","Txn2",0.0458353868900936,0.0466962288146789,0.0570419380027573,0.818629773981761,FALSE,"Txn2","ENSMUSG00000005354"
"FOXRED2","Foxred2",0.0199112863479547,0.0214883596369985,0.0246948847699588,0.870154278392864,FALSE,"Foxred2","ENSMUSG00000016552"
"EIF3D","Eif3d",0.0733366190241498,0.0794003899296173,0.0944135848685169,0.840984801500672,FALSE,"Eif3d","ENSMUSG00000016554"
"GM17638","Gm17638",0.00650566781665845,0.00685830302879541,0.00787628624994957,0.870753399654478,FALSE,"Gm17638","ENSMUSG00000097057"
"IFT27","Ift27",0.00926564810251355,0.0103636661157693,0.011297423614499,0.917347748425463,FALSE,"Ift27","ENSMUSG00000016637"
"NCF4","Ncf4",0.0408082799408576,0.0442730059251265,0.0506234058853911,0.874556050720066,FALSE,"Ncf4","ENSMUSG00000071715"
"CSF2RB2","Csf2rb2",0.0311483489403647,0.0589665932309586,0.0386149231875876,1.52704157779894,TRUE,"Csf2rb2","ENSMUSG00000071714"
"CSF2RB","Csf2rb",0.0914736323311976,0.410598626695255,0.120786408209662,3.39937773447598,TRUE,"Csf2rb","ENSMUSG00000071713"
"TST","Tst",0.00108427796944308,0.00108320908343219,0.00118642178975629,0.913005048276041,FALSE,"Tst","ENSMUSG00000044986"
"MPST","Mpst",0.00719566288812223,0.00753891133765448,0.00872689353812491,0.863871124899081,FALSE,"Mpst","ENSMUSG00000071711"
"KCTD17","Kctd17",0.0156727451946772,0.0164144354804856,0.0193950334929324,0.846321584671001,FALSE,"Kctd17","ENSMUSG00000033287"
"IL2RB","Il2rb",1.70527353376047,3.28733910350403,4.85531763404721,0.677059535807069,FALSE,"Il2rb","ENSMUSG00000068227"
"C1QTNF6","C1qtnf6",0.0476096599310005,0.0516565984082535,0.0593318362577949,0.870638794724086,FALSE,"C1qtnf6","ENSMUSG00000022440"
