,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene_name
NKTR,2.65617499193456e-54,1.19749873293486,0.493,0.408,4.56755851613067e-50,NKTR
FRYL,3.00435093635715e-54,1.21792782476768,0.53,0.505,5.16628187015975e-50,FRYL
RAN,3.23463468164706e-54,-1.49899965993114,0.082,0.747,5.56227779856028e-50,RAN
HMGB1,3.2666639217544e-54,-1.43126026300287,0.224,0.865,5.61735527984887e-50,HMGB1
GABARAP,4.66878035275267e-54,-1.45846944810812,0.351,0.925,8.0284346945935e-50,GABARAP
LAMP2,4.80741888851185e-54,0.937069906192658,0.321,0.324,8.26683752068498e-50,LAMP2
SNRPE,7.54613596734728e-54,-1.28249614644214,0.097,0.753,1.29763354094504e-49,SNRPE
HINT1,1.21036191362166e-53,-1.32780659881827,0.112,0.769,2.08133834666381e-49,HINT1
ATXN7L1,1.44501462051566e-53,1.10122180705077,0.358,0.358,2.48484714143873e-49,ATXN7L1
HSPA8,1.99981013863554e-53,-1.42725523378589,0.746,0.994,3.43887351439768e-49,HSPA8
CORO1A,2.49671412033372e-53,-1.47225726517712,0.172,0.824,4.29334960132586e-49,CORO1A
NECTIN1,2.66587002843167e-53,1.38867656470772,0.373,0.247,4.5842301008911e-49,NECTIN1
BIRC2,2.75842092317093e-53,1.18750370333542,0.709,0.77,4.74338061948473e-49,BIRC2
RBM3,2.8228264742417e-53,-1.47456498894375,0.299,0.902,4.85413240510603e-49,RBM3
APLP2,2.9364200212623e-53,1.20187484407685,0.448,0.388,5.04946786856266e-49,APLP2
CASC3,3.10718101157958e-53,1.23706793799839,0.328,0.24,5.34310846751224e-49,CASC3
TRMT112,3.24771253349591e-53,-1.39460840200913,0.082,0.74,5.58476647259956e-49,TRMT112
WNK1,3.87448089790172e-53,1.46249302469434,0.642,0.502,6.6625573520318e-49,WNK1
LRRC8C,4.02546033046931e-53,1.42667831081775,0.44,0.333,6.92218158427503e-49,LRRC8C
SYNJ1,4.60128847782685e-53,1.17829832712112,0.425,0.401,7.91237566647106e-49,SYNJ1
COQ10B,5.19551967339914e-53,1.12383688224849,0.575,0.633,8.93421563037716e-49,COQ10B
PEBP1,6.05540067957195e-53,-1.16483562302262,0.082,0.72,1.04128670085919e-48,PEBP1
SMDT1,6.52464242768565e-53,-1.35125976172708,0.075,0.727,1.12197751186483e-48,SMDT1
TANK,7.1413191889956e-53,1.00555947816667,0.425,0.527,1.22802124773968e-48,TANK
ATP5J2,8.0198816318288e-53,-1.24410657429502,0.119,0.772,1.37909884540928e-48,ATP5J2
COX7A2,8.53336112564802e-53,-1.33153836481667,0.082,0.733,1.46739677916643e-48,COX7A2
RSRP1,1.07743447106217e-52,1.08861156030257,0.642,0.704,1.8527563164385e-48,RSRP1
ATP6AP1,1.12190355921654e-52,0.828658598633928,0.343,0.471,1.92922536042877e-48,ATP6AP1
PSMB6,1.1640391911544e-52,-1.22176005438149,0.075,0.715,2.0016817931091e-48,PSMB6
RTN3,1.40339758274635e-52,0.86894205338949,0.418,0.554,2.41328248329063e-48,RTN3
NEDD8,1.44471884272625e-52,-1.13560485435275,0.149,0.788,2.48433852195206e-48,NEDD8
ATP5B,1.57138741112982e-52,-1.03470611481927,0.321,0.91,2.70215779217885e-48,ATP5B
KIF1B,1.59404593031644e-52,1.19418455263289,0.515,0.552,2.74112138177215e-48,KIF1B
GNAI2,1.64760759428529e-52,-1.09490312741594,0.269,0.881,2.83322601913299e-48,GNAI2
COX7A2L,2.84871816848943e-52,-1.31110768452631,0.164,0.811,4.89865576253443e-48,COX7A2L
MARCKSL1,3.43259422183146e-52,-1.52660000081713,0.53,0.968,5.90268902386137e-48,MARCKSL1
UQCRQ,5.65396732422316e-52,-1.3463028037683,0.045,0.683,9.72256221073414e-48,UQCRQ
PSMB1,6.72064825255542e-52,-1.15802202749619,0.172,0.808,1.15568267350943e-47,PSMB1
RCSD1,6.72328789972264e-52,1.58983260096195,0.522,0.463,1.1561365872363e-47,RCSD1
CCSER2,1.02054433037951e-51,1.38933297666932,0.44,0.359,1.75492803052061e-47,CCSER2
SENP2,1.16309024735843e-51,1.09265409824076,0.328,0.346,2.00004998935756e-47,SENP2
ARPC1B,1.2095781442993e-51,-1.20450501039714,0.291,0.894,2.07999057693708e-47,ARPC1B
MEF2A,1.21152117740117e-51,1.01537810122597,0.373,0.377,2.08333181665906e-47,MEF2A
LIMD2,1.29520359598103e-51,-1.39471343480747,0.209,0.845,2.22723210364898e-47,LIMD2
YBX1,1.85008555796533e-51,-1.24731098259276,0.306,0.902,3.18140712547718e-47,YBX1
PDIA3,2.0469289398118e-51,0.90300497368726,0.537,0.758,3.51989900490037e-47,PDIA3
VDAC2,2.38950145423161e-51,-1.19203052433167,0.134,0.775,4.10898670069668e-47,VDAC2
HNRNPF,2.46443168405848e-51,-1.02595507224599,0.261,0.871,4.23783672390696e-47,HNRNPF
DCLRE1C,5.62750469932785e-51,1.60938389202181,0.328,0.186,9.67705708096417e-47,DCLRE1C
GPR132,6.04401170254601e-51,1.28042916719565,0.769,0.753,1.03932825236981e-46,GPR132
EEF1D,6.42423869103014e-51,-1.33800914882033,0.134,0.779,1.10471208530954e-46,EEF1D
TOMM7,6.99645511985639e-51,-1.05427617236865,0.097,0.717,1.2031104224105e-46,TOMM7
ATAD2B,9.00756119883411e-51,0.895449560923815,0.328,0.387,1.54894022375151e-46,ATAD2B
LRCH3,9.10679841184968e-51,1.10257561079315,0.313,0.247,1.56600505490167e-46,LRCH3
PLEK,9.27761258651053e-51,1.79595437811657,0.56,0.617,1.59537826037635e-46,PLEK
FAM96A,9.5114811420242e-51,-1.29536644840864,0.09,0.729,1.63559429718248e-46,FAM96A
YWHAE,1.22883029752279e-50,-1.01923551562694,0.201,0.821,2.11309657962018e-46,YWHAE
GRCC10,1.34100648557408e-50,-1.39928415727291,0.052,0.685,2.30599475259319e-46,GRCC10
PLEKHG1,1.43466977080531e-50,1.16033467784225,0.507,0.45,2.4670581378768e-46,PLEKHG1
ACTG1,1.61731287471664e-50,-1.23347959509375,0.903,0.996,2.78113121936274e-46,ACTG1
ANKRD33B,1.8232913177636e-50,1.5453294292001,0.657,0.595,3.13533175002629e-46,ANKRD33B
CYLD,1.98966187931356e-50,0.997874399940075,0.366,0.403,3.42142256766759e-46,CYLD
SRI,1.99953477037125e-50,-1.34027765479453,0.299,0.894,3.43839999113039e-46,SRI
BCL2A1B,2.37040651809842e-50,-1.51120666079063,0.634,0.954,4.07615104852203e-46,BCL2A1B
KPNA4,2.41997750643273e-50,1.27527244815221,0.545,0.482,4.16139332006173e-46,KPNA4
MAPK1IP1L,2.82301361366291e-50,1.0599036783674,0.351,0.312,4.85445421005473e-46,MAPK1IP1L
PIEZO1,2.88730413716895e-50,1.14108780324143,0.336,0.325,4.96500819427573e-46,PIEZO1
APP,3.24482485451505e-50,1.29700548405181,0.463,0.398,5.57980081982409e-46,APP
ZC3HAV1,3.35551162370567e-50,1.35167044678356,0.433,0.437,5.77013778812428e-46,ZC3HAV1
RBM25,3.42352489912659e-50,0.921239638695638,0.522,0.628,5.88709341653808e-46,RBM25
FNBP1,4.39521226937796e-50,1.30657180837458,0.627,0.555,7.55800701842234e-46,FNBP1
VAMP8,4.50956845503822e-50,-1.29689767862929,0.104,0.74,7.75465391528373e-46,VAMP8
SON,5.09586134532253e-50,0.918226502951496,0.634,0.708,8.76284316941662e-46,SON
PARK7,5.26657834926817e-50,-1.29186886383717,0.075,0.708,9.05640812940154e-46,PARK7
BMP2K,5.81836148848617e-50,1.33268240587658,0.515,0.539,1.00052544156008e-45,BMP2K
RALGAPA2,6.40468230129467e-50,1.5808968549807,0.44,0.26,1.10134916853063e-45,RALGAPA2
MYO1G,6.89866678005282e-50,1.13264383494532,0.731,0.765,1.18629473949788e-45,MYO1G
OS9,8.49110717029095e-50,1.09207629475335,0.485,0.465,1.46013078900323e-45,OS9
EEF1G,8.92289253629142e-50,-1.19273881561177,0.149,0.783,1.53438060054067e-45,EEF1G
NDEL1,9.39524563262949e-50,1.31152981217345,0.44,0.433,1.61560643898697e-45,NDEL1
WAC,9.96327164454172e-50,0.921982677283519,0.313,0.432,1.71328419199539e-45,WAC
NOL7,1.03826158959787e-49,-1.22055493218263,0.09,0.719,1.78539462947249e-45,NOL7
EEF2,1.08999253716478e-49,-1.24264270601919,0.515,0.966,1.87435116690856e-45,EEF2
ARHGDIB,1.46269170794092e-49,-1.4711364944214,0.194,0.825,2.5152446609752e-45,ARHGDIB
SEC11C,1.80639549106197e-49,-0.956794116183237,0.231,0.836,3.10627768643017e-45,SEC11C
SRRM2,2.42210101802995e-49,1.03410825347845,0.836,0.915,4.1650449106043e-45,SRRM2
EIF3M,2.49912206776391e-49,-1.16211895665183,0.09,0.71,4.29749030772682e-45,EIF3M
SKP1A,2.64027670311953e-49,-1.19928793281492,0.142,0.769,4.54021981868434e-45,SKP1A
CSNK2B,2.85115777666907e-49,-1.14736121038162,0.075,0.691,4.90285091276013e-45,CSNK2B
GSK3B,5.23868728997291e-49,1.0246990447684,0.403,0.375,9.00844666383742e-45,GSK3B
TRAF3,6.26115139968282e-49,1.06522169148729,0.41,0.348,1.07666759468946e-44,TRAF3
MAP4,6.26411517696968e-49,1.21560366893173,0.597,0.535,1.07717724583171e-44,MAP4
RRBP1,6.52479514611172e-49,1.18811700693977,0.545,0.552,1.12200377332537e-44,RRBP1
CYTIP,7.75921853858706e-49,1.40626938005119,0.799,0.782,1.33427521989543e-44,CYTIP
FUS,7.9787560156443e-49,1.04683949203473,0.694,0.783,1.37202688445019e-44,FUS
MARK3,8.47472558226783e-49,1.20282178473529,0.276,0.167,1.45731381112678e-44,MARK3
CAPZB,9.5538980220518e-49,-1.25151203620887,0.216,0.836,1.64288830387203e-44,CAPZB
APPL1,9.68194333064691e-49,0.911222812762217,0.343,0.45,1.66490697513804e-44,APPL1
GPBP1,1.17761901940219e-48,1.04428611076431,0.373,0.388,2.02503366576401e-44,GPBP1
LRRK1,1.36672603903164e-48,1.1070460807504,0.619,0.66,2.35022209671881e-44,LRRK1
ANAPC11,1.38086995966878e-48,-1.26723713325081,0.067,0.688,2.37454398264643e-44,ANAPC11
FNBP4,1.53490985998539e-48,0.882381484533598,0.269,0.252,2.63943099523087e-44,FNBP4
LPP,1.91473125420916e-48,1.21652626827069,0.343,0.291,3.29257186473807e-44,LPP
NR4A3,2.22442261111537e-48,1.41235173106503,0.493,0.428,3.82511712207399e-44,NR4A3
TALDO1,2.40702737580628e-48,-1.5194490569744,0.09,0.723,4.13912427543647e-44,TALDO1
ARL5B,2.68709546203987e-48,1.80302824297358,0.396,0.242,4.62072935652377e-44,ARL5B
SP140,3.00178126740008e-48,1.05078510018256,0.634,0.714,5.16186306742118e-44,SP140
UVRAG,3.23963910661814e-48,1.17144315021658,0.769,0.829,5.57088340774055e-44,UVRAG
ANP32B,3.34203889561743e-48,-1.12856701878881,0.164,0.782,5.74697008490373e-44,ANP32B
TMBIM6,5.37268244227237e-48,1.29286740153209,0.791,0.897,9.23886472773156e-44,TMBIM6
MINOS1,5.58235236815649e-48,-1.08163111922122,0.03,0.61,9.5994131322819e-44,MINOS1
BAZ2B,6.5949344195128e-48,1.06493958911195,0.448,0.463,1.13406492277942e-43,BAZ2B
HERC1,7.28124656269577e-48,1.03724301273839,0.276,0.243,1.25208315892117e-43,HERC1
NUAK2,7.58282444003187e-48,1.18066995171021,0.381,0.322,1.30394249070788e-43,NUAK2
SAMSN1,7.82315224130087e-48,1.08594009018467,0.649,0.785,1.3452692594141e-43,SAMSN1
RBX1,8.04629455319256e-48,-1.14277064264789,0.112,0.73,1.38364081136699e-43,RBX1
GCH1,8.229191844646e-48,1.37265979816924,0.44,0.436,1.41509182960533e-43,GCH1
ELOVL5,8.23548431095223e-48,1.32352616230647,0.388,0.344,1.41617388211134e-43,ELOVL5
SMCHD1,9.69292973200962e-48,1.09105395936878,0.41,0.456,1.66679619671638e-43,SMCHD1
MED28,1.18454794363702e-47,-0.876782511239526,0.082,0.658,2.03694864387822e-43,MED28
NDUFA6,1.2547613479484e-47,-1.0856362275608,0.112,0.722,2.15768761393207e-43,NDUFA6
ADGRG6,1.40946730240452e-47,1.75332729382607,0.403,0.299,2.42371997321481e-43,ADGRG6
PCBP2,1.41672363971801e-47,-0.918713622603489,0.373,0.919,2.43619797085909e-43,PCBP2
NDUFB5,1.45190354158081e-47,-1.27687286754768,0.06,0.676,2.49669333010236e-43,NDUFB5
TNRC6B,1.55711336969e-47,1.08645995178848,0.403,0.371,2.67761215051893e-43,TNRC6B
PSMB3,1.56868186600466e-47,-1.04712478082674,0.134,0.74,2.69750533678162e-43,PSMB3
SEL1L,2.06062454171863e-47,1.11116876789401,0.358,0.354,3.54344996193935e-43,SEL1L
HIVEP1,2.10933023370321e-47,1.19154475961591,0.425,0.334,3.62720426987604e-43,HIVEP1
NDUFA4,2.14027412807923e-47,-1.1447406628676,0.224,0.832,3.68041539064505e-43,NDUFA4
NDUFS5,2.62499460068049e-47,-1.3312148890728,0.022,0.617,4.51394071533017e-43,NDUFS5
PSMA2,2.89790992695281e-47,-1.06149327626743,0.104,0.708,4.98324591038806e-43,PSMA2
ASAP1,3.48555889898212e-47,1.11419361703122,0.582,0.597,5.99376708268965e-43,ASAP1
PAXBP1,3.74256025618267e-47,1.08483610934284,0.328,0.307,6.43570661653173e-43,PAXBP1
IGSF3,4.64331781731147e-47,1.11097039533924,0.381,0.313,7.9846493186488e-43,IGSF3
PRDX1,6.42763561804607e-47,-1.31329280707483,0.149,0.771,1.1052962208792e-42,PRDX1
UBXN1,6.89068551160802e-47,-0.988165832514816,0.134,0.737,1.18492228057611e-42,UBXN1
ELMO1,6.98626641865883e-47,1.14869127984696,0.418,0.326,1.20135837335257e-42,ELMO1
D8ERTD738E,8.66244232304067e-47,-1.2240774697301,0.119,0.734,1.48959358187007e-42,D8ERTD738E
LSP1,8.71809114861176e-47,-1.32750074277715,0.567,0.972,1.49916295391528e-42,LSP1
PCYT1A,9.02547955526402e-47,1.47351735085119,0.403,0.278,1.5520214643232e-42,PCYT1A
GM8797,9.88557998242093e-47,-1.20038051052536,0.164,0.779,1.6999243337771e-42,GM8797
CCNL1,1.006500820565e-46,1.15346207381694,0.612,0.669,1.73077881104358e-42,CCNL1
PPP1R10,1.10084217475973e-46,1.25092119724199,0.366,0.336,1.89300820371683e-42,PPP1R10
MRPL38,1.24147413701319e-46,-1.53584857302925,0.06,0.675,2.13483892600788e-42,MRPL38
SLC6A6,1.38583657516924e-46,1.14155869724339,0.381,0.43,2.38308457466103e-42,SLC6A6
AZIN1,1.58523194025212e-46,1.09685998044905,0.336,0.301,2.72596484445755e-42,AZIN1
TBCB,1.70522785629324e-46,-0.806093025075628,0.09,0.646,2.93230982168185e-42,TBCB
PRELID1,1.8367698849789e-46,-0.982572277707712,0.104,0.695,3.15850949420971e-42,PRELID1
DAZAP2,1.88928598003046e-46,-1.07057243404584,0.104,0.709,3.24881617126039e-42,DAZAP2
ERH,1.91957709490099e-46,-1.39513292193994,0.097,0.717,3.30090477239174e-42,ERH
GNAS,1.98177749560092e-46,-1.05257451381868,0.448,0.946,3.40786458143534e-42,GNAS
YWHAH,2.07544385025086e-46,-1.32851867454435,0.254,0.852,3.56893324489138e-42,YWHAH
AC149090.1,2.12987375966796e-46,1.56944880853994,0.582,0.486,3.66253091712502e-42,AC149090.1
NDUFB8,2.23773249536802e-46,-1.37304720717671,0.037,0.644,3.84800479903485e-42,NDUFB8
PPIB,2.27577749756097e-46,-0.832692671678098,0.284,0.856,3.91342698480584e-42,PPIB
NDUFB9,2.31544477306199e-46,-1.04331040887991,0.097,0.696,3.98163883175739e-42,NDUFB9
ARIH1,2.36192323454546e-46,1.31589115031236,0.366,0.266,4.06156319412438e-42,ARIH1
SERINC1,2.79062892162681e-46,1.04311772563282,0.366,0.358,4.79876549362946e-42,SERINC1
SNRPD2,2.86769690668483e-46,-1.29927835082032,0.03,0.625,4.93129160073523e-42,SNRPD2
HSPA5,4.3384412439535e-46,1.33423148328773,0.791,0.821,7.46038356310244e-42,HSPA5
EDEM1,5.15262937937817e-46,1.20622190942113,0.418,0.343,8.8604614807787e-42,EDEM1
MT-ND3,5.27608041092281e-46,0.937542373300174,0.328,0.294,9.07274787462287e-42,MT-ND3
CALM3,5.54351516930453e-46,-1.25196678009645,0.127,0.74,9.53262868513608e-42,CALM3
NDUFA2,6.24990877789817e-46,-1.15270704051589,0.052,0.639,1.07473431344737e-41,NDUFA2
NSD1,6.41754731248915e-46,0.789163495887592,0.366,0.466,1.10356143585563e-41,NSD1
UCP2,6.84198838327363e-46,-1.41067850305485,0.284,0.868,1.17654832238773e-41,UCP2
TAPBP,1.33536509827349e-45,1.21735856622783,0.597,0.657,2.2962938229911e-41,TAPBP
RAPGEF6,1.41652177368332e-45,0.928281104494553,0.396,0.472,2.43585084202583e-41,RAPGEF6
MBTD1,1.47678117536768e-45,1.19480560353383,0.321,0.25,2.53947290916226e-41,MBTD1
SLC25A5,1.51988936429079e-45,-1.22144378187808,0.104,0.713,2.61360175083445e-41,SLC25A5
GABARAPL2,1.71828124561972e-45,-1.28735936095227,0.097,0.709,2.95475642996768e-41,GABARAPL2
TMX3,1.99464750481247e-45,0.985309581858615,0.291,0.309,3.42999584927552e-41,TMX3
DDHD1,2.10377437987191e-45,1.08559922569171,0.343,0.325,3.61765042362774e-41,DDHD1
XPR1,2.14964996334969e-45,1.43126290009232,0.358,0.174,3.69653807697613e-41,XPR1
CEP350,2.34922700154579e-45,1.03822355120698,0.41,0.321,4.03973075185814e-41,CEP350
TNKS2,2.48083247746183e-45,1.05373414097751,0.336,0.313,4.26603952824336e-41,TNKS2
AHCYL2,2.53709759228359e-45,1.82209332501782,0.433,0.422,4.36279301969086e-41,AHCYL2
KIDINS220,2.57275706050297e-45,1.23578827407634,0.313,0.214,4.4241130412409e-41,KIDINS220
H3F3B,2.8072442016974e-45,-1.08454214894228,0.851,0.996,4.82733712923884e-41,H3F3B
EIF3I,3.03054905710164e-45,-1.14296188640829,0.075,0.667,5.21133215859198e-41,EIF3I
ST8SIA1,3.30215061889729e-45,1.15167365359222,0.41,0.336,5.67837820425578e-41,ST8SIA1
GOLGB1,3.77607489142812e-45,0.742403247720682,0.358,0.528,6.49333838329979e-41,GOLGB1
ICOSL,5.52648770489258e-45,1.35371159961992,0.993,0.974,9.50334825733328e-41,ICOSL
USMG5,6.75504099567795e-45,-1.10122511080704,0.082,0.67,1.16159684961678e-40,USMG5
CDC42,6.99716416357722e-45,-0.932826464651126,0.515,0.965,1.20323234956874e-40,CDC42
ARF5,7.17742948744668e-45,-1.04730323283502,0.209,0.804,1.23423077466133e-40,ARF5
ZCCHC7,7.50947268881083e-45,1.19826135490345,0.291,0.197,1.29132892356791e-40,ZCCHC7
MICU1,7.89019396729632e-45,0.774903803950403,0.321,0.484,1.35679775461627e-40,MICU1
KIT,8.54428448673914e-45,1.13304069778726,0.47,0.495,1.46927516033966e-40,KIT
UQCRB,1.01745063945361e-44,-1.17852537170585,0.045,0.627,1.74960811960443e-40,UQCRB
SEC61G,1.46884244025422e-44,-1.15263511741075,0.075,0.664,2.52582146026116e-40,SEC61G
SPTAN1,1.62419714787028e-44,1.03981058906867,0.44,0.494,2.79296941547773e-40,SPTAN1
ANKLE2,2.06100879803825e-44,1.01891095727973,0.284,0.189,3.54411072910657e-40,ANKLE2
ICAM1,2.4793244101412e-44,1.1997536222431,0.687,0.734,4.26344625567881e-40,ICAM1
CYCS,2.95698230106804e-44,-1.2993376786729,0.037,0.617,5.0848267649166e-40,CYCS
PGLS,3.33926829943931e-44,-1.20981496774269,0.127,0.728,5.74220576771585e-40,PGLS
MAN2B1,3.6657209318275e-44,1.1223006310262,0.321,0.316,6.30357371437056e-40,MAN2B1
ATP2B4,3.73758243720312e-44,1.15949976309306,0.313,0.265,6.42714675901448e-40,ATP2B4
SMARCA5,4.02569260722364e-44,0.747303025645522,0.44,0.584,6.92258100738176e-40,SMARCA5
CCDC47,4.34778887793559e-44,0.927888698881318,0.269,0.249,7.47645775449803e-40,CCDC47
RTN4,5.02499830118542e-44,0.816926074804389,0.597,0.76,8.64098707871845e-40,RTN4
SUMO1,5.03852465000742e-44,-0.783351705747576,0.127,0.686,8.66424698815276e-40,SUMO1
ATF6,5.2620454367268e-44,1.02858445711409,0.239,0.171,9.04861333299541e-40,ATF6
RBBP6,5.53078416716202e-44,1.25123224987384,0.299,0.235,9.5107364538518e-40,RBBP6
OST4,5.73039102324858e-44,-1.13061872063123,0.075,0.659,9.85398040357827e-40,OST4
UHRF2,5.93211406919069e-44,1.61883821939539,0.485,0.406,1.02008633533803e-39,UHRF2
SF3B6,5.93715540223094e-44,-1.06195649715873,0.075,0.649,1.02095324296763e-39,SF3B6
SUPT4A,6.04569726390363e-44,-1.03500975791817,0.164,0.754,1.03961810150087e-39,SUPT4A
MPC1,6.13873020236191e-44,-0.977715962239608,0.231,0.812,1.05561604559815e-39,MPC1
CLPTM1,6.23070102575245e-44,0.617735191492568,0.373,0.548,1.07143134838839e-39,CLPTM1
CCT4,6.31121071396042e-44,-0.455685358052669,0.179,0.685,1.08527579437263e-39,CCT4
AHNAK,6.72535542159211e-44,1.37825283787207,0.567,0.544,1.15649211829698e-39,AHNAK
CNN2,6.87635471599529e-44,-1.47764242497376,0.343,0.892,1.18245795696255e-39,CNN2
ATPIF1,7.37502580402879e-44,-1.29717177209106,0.187,0.788,1.26820943726079e-39,ATPIF1
ATP6V0C,7.94394920045612e-44,-0.614453811477865,0.246,0.803,1.36604150451044e-39,ATP6V0C
H2AFJ,8.39057615508782e-44,-1.15906629677902,0.097,0.688,1.4428434756289e-39,H2AFJ
ZFP706,8.63038203223263e-44,-1.01039643953931,0.037,0.594,1.48408049426272e-39,ZFP706
ANKRD11,8.67707839057253e-44,0.803946007807179,0.373,0.482,1.49211040004285e-39,ANKRD11
SLC41A1,8.68595135599832e-44,1.39134366493305,0.537,0.488,1.49363619517747e-39,SLC41A1
HMGN1,9.28010671391483e-44,-1.13895374640389,0.127,0.719,1.59580715052479e-39,HMGN1
TUBB5,1.01348651018199e-43,-1.57517810032418,0.291,0.863,1.74279140290894e-39,TUBB5
FUT8,1.10720318308444e-43,0.993725438853106,0.336,0.365,1.903946593632e-39,FUT8
DOCK2,1.26028669176624e-43,0.890703520150039,0.44,0.487,2.16718899516123e-39,DOCK2
KPNA1,1.28940883164487e-43,1.24650174818169,0.261,0.239,2.21726742689651e-39,KPNA1
ERLIN1,1.30505124878134e-43,1.06987151998457,0.343,0.299,2.2441661274044e-39,ERLIN1
TMEM19,1.32900644425332e-43,1.0191982567703,0.53,0.604,2.28535948153801e-39,TMEM19
TBCA,1.40886896653374e-43,-1.12182167061076,0.097,0.687,2.42269107485143e-39,TBCA
ISY1,1.47532051409545e-43,1.0854894711217,0.306,0.324,2.53696115603854e-39,ISY1
TAP2,1.77521520939623e-43,1.18386792842303,0.433,0.385,3.05266007407775e-39,TAP2
NDUFB4,2.01255500267605e-43,-1.11666126161959,0.119,0.71,3.46078958260173e-39,NDUFB4
PAFAH1B1,2.26363700795033e-43,0.408603079716751,0.463,0.735,3.89255019887139e-39,PAFAH1B1
NUFIP2,2.28915367635462e-43,1.09604603687248,0.299,0.213,3.93642866185941e-39,NUFIP2
BAX,2.55022546700292e-43,-1.06455215022393,0.127,0.715,4.38536771305821e-39,BAX
S100A13,2.64099869196224e-43,-1.17657501002146,0.03,0.593,4.54146135069827e-39,S100A13
CCDC186,3.04158887778213e-43,0.9597865628161,0.254,0.266,5.23031623423414e-39,CCDC186
SREBF2,3.05635399736363e-43,0.805943354142366,0.306,0.372,5.25570633386649e-39,SREBF2
NID1,3.2286720534522e-43,1.38477521817787,0.545,0.532,5.55202446311641e-39,NID1
ATP6V1G1,3.97413469266707e-43,-1.18745125681596,0.172,0.767,6.8339220175103e-39,ATP6V1G1
PFKP,4.36803886544645e-43,1.28196276351329,0.239,0.206,7.51127963302172e-39,PFKP
IL4RA,4.51677852787775e-43,1.08222096976138,0.336,0.297,7.76705235653857e-39,IL4RA
WSB1,4.76246928147222e-43,1.09652120440321,0.284,0.265,8.18954217641962e-39,WSB1
LAMTOR2,6.15429613368505e-43,-1.1571692983604,0.022,0.578,1.05829276314848e-38,LAMTOR2
RAC1,7.05210716442446e-43,-0.636359668206085,0.231,0.775,1.21268034799443e-38,RAC1
PSMB4,9.21786969115438e-43,-1.16518119328255,0.075,0.657,1.58510487209091e-38,PSMB4
ARPC2,1.01326587200282e-42,-0.780581710263752,0.41,0.92,1.74241199349605e-38,ARPC2
WDR1,1.07130814292033e-42,-0.581704185049333,0.179,0.707,1.8422214825658e-38,WDR1
MARCH7,1.0787311843026e-42,0.988138423755046,0.396,0.367,1.85498614452675e-38,MARCH7
ABCC1,1.11906532322817e-42,1.07621169819881,0.321,0.231,1.92434472982316e-38,ABCC1
ADAM8,1.15382357180867e-42,1.31130988930037,0.537,0.487,1.98411501408219e-38,ADAM8
SNRPB,1.2413458297845e-42,-1.06979050164583,0.097,0.672,2.13461828889743e-38,SNRPB
EIF3H,1.28312225526138e-42,-0.915286475796047,0.284,0.848,2.20645703014747e-38,EIF3H
TOMM22,1.38577728362099e-42,-0.97572986004919,0.075,0.637,2.38298261691465e-38,TOMM22
TMEM168,1.51442165531689e-42,0.991982429113133,0.261,0.28,2.60419947848293e-38,TMEM168
FCHSD2,1.61070338580201e-42,1.16272164418536,0.381,0.284,2.76976554222514e-38,FCHSD2
PCBP1,1.82736710204785e-42,-1.04895930667768,0.321,0.874,3.14234046868149e-38,PCBP1
BLOC1S1,2.3967054908308e-42,-1.02885266943651,0.075,0.638,4.12137476203264e-38,BLOC1S1
CYFIP1,2.45112360570356e-42,0.602308505204743,0.336,0.467,4.21495215236784e-38,CYFIP1
S100A6,2.51029382659447e-42,-2.51167500112744,0.269,0.826,4.31670126421185e-38,S100A6
