,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene_name
IGSF3,1.07204264088914e-55,1.47422487714435,0.381,0.126,1.84348452527297e-51,IGSF3
GRIA3,1.58642597872773e-55,1.4712339591842,0.291,0.144,2.72801811302021e-51,GRIA3
PRDM16,1.90322378807153e-55,1.44399978098211,0.328,0.036,3.2727836259678e-51,PRDM16
TIPARP,1.90911928238528e-55,1.67596435399049,0.381,0.185,3.28292151798973e-51,TIPARP
COX7C,2.04616108972642e-55,-1.49223393335529,0.194,0.826,3.51857860989356e-51,COX7C
PAG1,2.14545675709399e-55,1.56022273891788,0.306,0.049,3.68932743949883e-51,PAG1
EDEM1,2.18133127000423e-55,1.33786254175641,0.418,0.256,3.75101725189928e-51,EDEM1
RPL36AL,2.98870084603855e-55,-1.50263675111188,0.142,0.785,5.13936997484789e-51,RPL36AL
ISY1,2.99226396844484e-55,1.30564560377952,0.306,0.209,5.14549712013775e-51,ISY1
IL18R1,3.35015832495508e-55,1.8102752940639,0.306,0.048,5.76093225559276e-51,IL18R1
HNRNPA2B1,3.58650605461935e-55,1.20061361453517,0.836,0.878,6.16735581152343e-51,HNRNPA2B1
BIRC6,6.30805372458805e-55,1.25868295789603,0.597,0.456,1.08473291848016e-50,BIRC6
ADGRG6,6.33497454311046e-55,1.75790396233619,0.403,0.259,1.08936222243327e-50,ADGRG6
ST8SIA1,6.58520642499014e-55,1.44692129588,0.41,0.174,1.1323920968413e-50,ST8SIA1
MYL12A,6.90109956543912e-55,-1.54605284270376,0.075,0.713,1.18671308127291e-50,MYL12A
PFKP,1.2929772557796e-54,1.46100303588487,0.239,0.111,2.22340368903861e-50,PFKP
RPL41,1.66290592083693e-54,-1.31609385027354,0.254,0.861,2.85953302147118e-50,RPL41
OAZ1,2.63493725916916e-54,-1.28348607278017,0.343,0.905,4.53103811086729e-50,OAZ1
UBL5,3.14813125411249e-54,-1.41859595936751,0.149,0.785,5.41352650457184e-50,UBL5
S100A11,3.47395224664608e-54,-1.71560465032993,0.358,0.902,5.9738082833326e-50,S100A11
RPL3,3.82624210817368e-54,-1.4572681105441,0.522,0.944,6.57960592921546e-50,RPL3
SENP2,6.34306637003277e-54,1.34013099458042,0.328,0.194,1.09075369299083e-49,SENP2
SRGAP3,7.32743863619694e-54,1.52250485807761,0.269,0.032,1.26002634788043e-49,SRGAP3
ITGB1,1.0795446476815e-53,1.23701274708076,0.619,0.735,1.85638497615311e-49,ITGB1
SLAMF7,1.14732033277248e-53,1.26450916049596,0.612,0.701,1.97293204423555e-49,SLAMF7
PSMB10,1.78703684844573e-53,-1.66985562276733,0.075,0.713,3.07298856458728e-49,PSMB10
PIRA2,1.849458975816e-53,1.42547319785511,0.306,0.099,3.1803296548132e-49,PIRA2
COX7A2L,2.12248135621144e-53,-1.4369125092935,0.164,0.795,3.6498189401412e-49,COX7A2L
IFRD1,2.64451467136268e-53,1.66320655521093,0.813,0.667,4.54750742887526e-49,IFRD1
TBC1D4,3.41120636231462e-53,1.51913919910073,0.925,0.878,5.86591046063622e-49,TBC1D4
SLC25A3,3.57250731883555e-53,1.11021504918854,0.769,0.848,6.1432835854696e-49,SLC25A3
ZFC3H1,3.91331245985324e-53,1.38135790493964,0.806,0.746,6.72933210596363e-49,ZFC3H1
KMT2C,4.60238278331349e-53,1.31940413299901,0.485,0.32,7.91425743418588e-49,KMT2C
BTG1,5.56525091438923e-53,-1.38213417967234,0.493,0.949,9.57000547238372e-49,BTG1
PSMB1,1.23760553890329e-52,-1.40387740326829,0.172,0.797,2.1281864846981e-48,PSMB1
SERINC1,1.52754476881848e-52,1.2627297187197,0.366,0.222,2.62676598446027e-48,SERINC1
MALT1,1.75503356566028e-52,1.75317786816738,0.582,0.446,3.01795571950942e-48,MALT1
EIF3K,1.92588961202446e-52,-1.54072515985661,0.112,0.746,3.31175977683725e-48,EIF3K
ITGAV,2.0535738593282e-52,1.99268346567171,0.291,0.17,3.53132560850078e-48,ITGAV
CCR6,2.07828785815559e-52,1.77372738331108,0.381,0.098,3.57382380088436e-48,CCR6
TMSB10,2.35775993499745e-52,-1.98679579801861,0.552,0.955,4.05440398422162e-48,TMSB10
HAS2,2.42222417200755e-52,2.2442225953997,0.291,0.055,4.16525668618418e-48,HAS2
PDIA3,3.0685298501697e-52,0.968317964633504,0.537,0.672,5.27664393035182e-48,PDIA3
SLC4A8,3.3007570971318e-52,1.3696249835049,0.642,0.593,5.67598190422785e-48,SLC4A8
SEMA4D,3.71302979987072e-52,1.62146965972955,0.306,0.075,6.38492604385769e-48,SEMA4D
COX5A,6.47262641314319e-52,-1.66022490785113,0.216,0.825,1.1130328380041e-47,COX5A
L1CAM,6.77393672709824e-52,1.50979218665932,0.306,0.11,1.16484615959181e-47,L1CAM
ID2,7.29636587427738e-52,-1.84709274409323,0.396,0.908,1.25468307574074e-47,ID2
MBTD1,1.048420115278e-51,1.40275269661032,0.321,0.126,1.80286323023205e-47,MBTD1
SEM1,3.87017307180731e-51,-1.43147489525005,0.157,0.779,6.65514961427985e-47,SEM1
PPP1R10,4.30433852509325e-51,1.3537952057995,0.366,0.253,7.40174052775034e-47,PPP1R10
ATP6V1F,5.50046575808247e-51,-1.17930273170128,0.179,0.788,9.45860091759861e-47,ATP6V1F
SLC15A4,8.12517728968462e-51,1.20051672804924,0.328,0.191,1.39720548673417e-46,SLC15A4
SMCHD1,8.42535278797614e-51,1.27154264578868,0.41,0.327,1.44882366542038e-46,SMCHD1
MAP4,8.92935693551233e-51,1.23336296634891,0.597,0.474,1.5354922186307e-46,MAP4
TRA2B,9.67435700214757e-51,1.09901341997266,0.463,0.418,1.6636024300893e-46,TRA2B
DGAT1,1.28076962654199e-50,1.53470455393613,0.224,0.085,2.20241144980161e-46,DGAT1
CFL1,1.43817574919322e-50,-1.41784122320227,0.388,0.91,2.47308701831267e-46,CFL1
NR4A2,1.70158482531735e-50,2.03522956834845,0.746,0.503,2.92604526561571e-46,NR4A2
GM26917,1.92874360997494e-50,1.71139900750637,0.776,0.514,3.3166675117129e-46,GM26917
SMARCA5,2.57357659280988e-50,1.04326709079579,0.44,0.415,4.42552230899587e-46,SMARCA5
FIS1,2.71723818056506e-50,-1.39000659631458,0.112,0.731,4.67256277529968e-46,FIS1
MARK3,2.78373818017593e-50,1.24921887859501,0.276,0.113,4.78691617463053e-46,MARK3
PRDX6,2.88753701383796e-50,1.70109637595709,0.41,0.239,4.96540864899575e-46,PRDX6
AZIN1,4.31261709769659e-50,1.17139663250073,0.336,0.233,7.41597636119906e-46,AZIN1
DAPP1,7.27396591996114e-50,1.11325565829305,0.522,0.554,1.25083117959652e-45,DAPP1
MICU1,7.47276069867071e-50,1.10232965150173,0.321,0.305,1.28501592974341e-45,MICU1
TGOLN1,7.70588500443176e-50,1.08462867066153,0.448,0.391,1.32510398536209e-45,TGOLN1
TUBB5,9.53702173213901e-50,-1.68332485282872,0.291,0.862,1.63998625705862e-45,TUBB5
GPX4,1.12753897292452e-49,-1.472748038061,0.246,0.838,1.938916017841e-45,GPX4
RPS27L,1.41318883585743e-49,-1.59530013150248,0.172,0.784,2.43011952214044e-45,RPS27L
SPTAN1,1.69191300211788e-49,1.25447622878159,0.44,0.356,2.9094135984419e-45,SPTAN1
EIF4G2,2.17262297742921e-49,1.07918748472754,0.619,0.602,3.73604247198727e-45,EIF4G2
ATXN7L1,2.31884892202011e-49,1.13090293932196,0.358,0.289,3.98749260630578e-45,ATXN7L1
SYK,2.64812314747605e-49,1.57594826245333,0.463,0.251,4.55371256439982e-45,SYK
MBNL1,4.6339629860279e-49,1.40214389797285,0.463,0.31,7.96856275077358e-45,MBNL1
NAPSA,7.02854911403036e-49,1.84009648158297,0.59,0.37,1.20862930564866e-44,NAPSA
BIRC2,7.53361005661966e-49,1.0888954075419,0.709,0.75,1.29547958533632e-44,BIRC2
ATP2B4,7.72780113967204e-49,1.38620842337148,0.313,0.143,1.328872683978e-44,ATP2B4
DOT1L,9.77097406502923e-49,1.27882665323313,0.321,0.151,1.68021670022243e-44,DOT1L
STK24,9.93416435506808e-49,1.07313015904124,0.396,0.35,1.70827890249751e-44,STK24
MALAT1,1.25309497776907e-48,1.37508288721054,1,1,2.15482212377169e-44,MALAT1
RIPOR2,1.32560129133674e-48,1.31046771883374,0.246,0.042,2.27950398058266e-44,RIPOR2
SEMA7A,1.72838987132509e-48,1.49115834670704,0.403,0.265,2.97213922273062e-44,SEMA7A
CRISPLD2,1.89276105390917e-48,1.81714559602369,0.567,0.338,3.2547919083022e-44,CRISPLD2
KCNK6,2.39161886759321e-48,1.16796094181859,0.366,0.233,4.11262780471329e-44,KCNK6
NDUFA7,2.97158596906631e-48,-1.27403776720324,0.052,0.639,5.10993923240643e-44,NDUFA7
CPE,3.32495760741812e-48,1.6393992897786,0.366,0.068,5.7175971017162e-44,CPE
ELOB,5.66446679449966e-48,-1.26102726814595,0.142,0.743,9.74061709982162e-44,ELOB
DAZAP2,5.92301000810264e-48,-1.32517326059042,0.104,0.709,1.01852080099333e-43,DAZAP2
MAN2B1,6.62171613187728e-48,1.26857455554376,0.321,0.219,1.13867030603762e-43,MAN2B1
CST3,1.00722421468203e-47,-2.46321745282711,0.649,0.963,1.73202275956722e-43,CST3
KIDINS220,1.60568686834904e-47,1.34230541998689,0.313,0.136,2.76113913881302e-43,KIDINS220
NCF1,1.87372745967901e-47,1.04595287563363,0.567,0.633,3.22206173966403e-43,NCF1
BRI3,2.55166239110179e-47,-1.3060386517005,0.119,0.717,4.38783864773865e-43,BRI3
IRAK2,2.75218315409402e-47,1.4162210841228,0.313,0.142,4.73265415178008e-43,IRAK2
CD82,3.16326741289287e-47,1.97929698603378,0.657,0.301,5.43955464321057e-43,CD82
TRP63,3.87613069999109e-47,1.50217330082758,0.187,0.016,6.66539435170469e-43,TRP63
ELMO1,4.03394039724649e-47,1.3184732385937,0.418,0.207,6.93676390710506e-43,ELMO1
BAZ2B,4.14031641067306e-47,1.18240017927786,0.448,0.348,7.1196880997934e-43,BAZ2B
TMEM132C,4.31806437414132e-47,1.38655718695581,0.231,0.033,7.42534349777341e-43,TMEM132C
APPL1,5.27814030868582e-47,0.991353583768193,0.343,0.357,9.07629007481614e-43,APPL1
ATP5D,5.43939720357088e-47,-1.37419945867724,0.149,0.751,9.35358743126048e-43,ATP5D
SLC8A1,5.66182922654121e-47,1.25920015614188,0.231,0.034,9.73608153796026e-43,SLC8A1
MRPL14,6.53853724318193e-47,-1.41805346945119,0.067,0.66,1.12436686433757e-42,MRPL14
LNPEP,6.64498485111744e-47,1.24474085729538,0.485,0.346,1.14267159499816e-42,LNPEP
PAPPA2,6.84240227396065e-47,1.63610163891938,0.231,0.039,1.17661949503027e-42,PAPPA2
NKTR,7.19474450668915e-47,1.24943642263604,0.493,0.314,1.23720826537027e-42,NKTR
CASC3,1.26243923188357e-46,1.21623214056834,0.328,0.194,2.17089050314699e-42,CASC3
PIEZO1,1.27636715247622e-46,1.25083069308802,0.336,0.226,2.19484095539811e-42,PIEZO1
CDK11B,1.68237999494756e-46,1.3140418255508,0.396,0.341,2.89302063931183e-42,CDK11B
RGS10,1.81883748791045e-46,-1.8286554002691,0.052,0.643,3.12767294421081e-42,RGS10
ARPC1B,1.82427151853217e-46,-1.2557241176019,0.291,0.853,3.13701730326792e-42,ARPC1B
CIITA,1.86470112306625e-46,1.56384178992168,0.381,0.163,3.20654005122473e-42,CIITA
GSK3B,1.91693876296113e-46,1.13729087017159,0.403,0.271,3.29636789678795e-42,GSK3B
RPS17,1.945075110147e-46,-1.42931961230593,0.082,0.677,3.34475115940878e-42,RPS17
TYROBP,2.09566124422615e-46,-2.17586880131944,0.209,0.787,3.60369907557129e-42,TYROBP
CCDC47,2.42145627621205e-46,1.11562572645766,0.269,0.141,4.16393621257424e-42,CCDC47
GM8797,3.10604825145307e-46,-1.42272526437469,0.164,0.76,5.3411605731987e-42,GM8797
OSBPL8,3.16284859753964e-46,1.33326196595731,0.537,0.365,5.43883444832916e-42,OSBPL8
NRG1,4.37858635825804e-46,1.94762278943659,0.194,0.027,7.52941710166052e-42,NRG1
DPP10,4.72258790508805e-46,1.40697512824259,0.246,0.071,8.1209621615894e-42,DPP10
NPM1,5.43484272363621e-46,-1.2849371379633,0.328,0.872,9.34575554756483e-42,NPM1
TNRC6B,5.81366180104399e-46,1.21615880038291,0.403,0.263,9.99717283307525e-42,TNRC6B
RHOG,7.64693663048559e-46,-1.4050087063638,0.328,0.869,1.3149672229783e-41,RHOG
GRASP,9.86992608111033e-46,1.7454036531618,0.836,0.63,1.69723248890773e-41,GRASP
DUSP16,1.23921651836347e-45,1.31832517160557,0.276,0.125,2.13095672497782e-41,DUSP16
DYNLL1,1.25539735806693e-45,-1.29015997283355,0.119,0.706,2.15878129693189e-41,DYNLL1
SEC61G,1.59326641357643e-45,-1.294145928472,0.075,0.656,2.73978092478603e-41,SEC61G
SNRPE,1.68914661725561e-45,-1.27052193004325,0.097,0.682,2.90465652303274e-41,SNRPE
COX7A2,1.75594595911999e-45,-1.23934551251677,0.082,0.663,3.01952467130273e-41,COX7A2
TMA7,2.46033293184983e-45,-1.35951631920914,0.119,0.713,4.23078850960897e-41,TMA7
ATP8B4,2.49028297993563e-45,1.3548305069064,0.246,0.031,4.28229061229731e-41,ATP8B4
SH2D4A,2.97746598148955e-45,2.03594649633262,0.47,0.138,5.12005050176943e-41,SH2D4A
PGLS,3.98831357138001e-45,-1.37764541890667,0.127,0.717,6.85830401734507e-41,PGLS
NDUFA6,3.99860782551242e-45,-1.24180689999134,0.112,0.695,6.87600601675115e-41,NDUFA6
AKAP13,4.15815761278384e-45,1.09480713754573,0.709,0.697,7.15036783094309e-41,AKAP13
CREM,4.34348612703336e-45,1.23910504975582,0.299,0.144,7.46905874404657e-41,CREM
FUBP1,4.38466975926122e-45,1.08836179092154,0.351,0.262,7.53987811802559e-41,FUBP1
MFSD14B,4.50343339557529e-45,1.24530640901042,0.358,0.188,7.74410406703128e-41,MFSD14B
CSNK2B,4.91934585869049e-45,-1.2532811287509,0.075,0.649,8.45930713860416e-41,CSNK2B
CD200,5.30203707821079e-45,1.38650935363664,0.463,0.366,9.11738295969128e-41,CD200
TOMM7,6.18845359914291e-45,-1.16571562147485,0.097,0.67,1.06416648090861e-40,TOMM7
LARGE1,8.64676869949197e-45,1.36025313475611,0.261,0.065,1.48689834556464e-40,LARGE1
APOBEC1,1.01228087765559e-44,1.44395302906759,0.433,0.254,1.74071819721655e-40,APOBEC1
ABRACL,1.02544681660532e-44,-1.6149268227258,0.142,0.732,1.7633583458345e-40,ABRACL
LRRFIP1,1.06788230416198e-44,1.27215153275443,0.373,0.275,1.83633041023695e-40,LRRFIP1
ARF4,1.09261147046722e-44,1.25071257019467,0.761,0.771,1.87885468461543e-40,ARF4
PRRC2C,1.32481605464102e-44,1.0151533531361,0.59,0.553,2.27815368756071e-40,PRRC2C
SUPT4A,1.48291868839664e-44,-1.27215503343335,0.164,0.748,2.55002697656687e-40,SUPT4A
ATP5G3,1.63192636129777e-44,-1.17070929025104,0.157,0.737,2.80626057088765e-40,ATP5G3
POMP,1.84739798584387e-44,-1.34813103283548,0.149,0.735,3.17678557645712e-40,POMP
TXNRD1,1.93378617297267e-44,1.62266099769559,0.493,0.198,3.32533870304381e-40,TXNRD1
AIRE,2.01603662282557e-44,1.95688228314799,0.403,0.134,3.46677657661085e-40,AIRE
UTRN,2.30504750641564e-44,1.27467842682472,0.291,0.125,3.96375969203233e-40,UTRN
CCSER2,2.86258449563978e-44,1.0502378305053,0.44,0.443,4.92250029870216e-40,CCSER2
TBCA,4.43811776052791e-44,-1.33591624894519,0.097,0.678,7.6317873010038e-40,TBCA
UQCRQ,4.79058161380484e-44,-1.26700876196854,0.045,0.605,8.23788414309881e-40,UQCRQ
ATP5J2,4.99880191781349e-44,-1.16504659548067,0.119,0.696,8.59593977787208e-40,ATP5J2
HDAC9,6.43580110850918e-44,1.4486446010242,0.231,0.03,1.10670035861924e-39,HDAC9
KPNA4,7.16743637371003e-44,1.18947328583942,0.545,0.445,1.23251235882318e-39,KPNA4
TNKS2,7.34016881084763e-44,1.12989670164573,0.336,0.233,1.26221542871336e-39,TNKS2
NEDD8,7.51991820363946e-44,-0.962008732724447,0.149,0.707,1.29312513429784e-39,NEDD8
RBM25,7.82372105921033e-44,1.02010442596276,0.522,0.508,1.34536707334181e-39,RBM25
NFE2L1,9.06502257395022e-44,1.05642654213821,0.47,0.407,1.55882128181648e-39,NFE2L1
FUT8,1.05645058877361e-43,0.998136470347604,0.336,0.324,1.8166724324551e-39,FUT8
RYR3,1.07562169787145e-43,1.70521028248044,0.254,0.061,1.84963907165974e-39,RYR3
HIPK3,1.43175076145044e-43,1.21630877250191,0.313,0.115,2.46203860939018e-39,HIPK3
RBM3,1.72688346824278e-43,-1.23647843704366,0.299,0.845,2.96954881199028e-39,RBM3
MAPK1IP1L,2.34663926406162e-43,0.940050188849032,0.351,0.308,4.03528087848036e-39,MAPK1IP1L
OSTF1,2.56895834646269e-43,-1.39985250090291,0.351,0.87,4.41758077257725e-39,OSTF1
APBB1IP,2.58406106652561e-43,0.749033936667881,0.321,0.485,4.44355140999745e-39,APBB1IP
TXN1,2.88282714400108e-43,-2.14850088484414,0.179,0.754,4.95730955682426e-39,TXN1
SFPQ,3.46794129464514e-43,1.03340155943373,0.493,0.491,5.96347185027179e-39,SFPQ
ELMSAN1,3.50702431900478e-43,1.38318344853172,0.321,0.176,6.03067901896062e-39,ELMSAN1
ARHGDIA,4.02005030963232e-43,-1.09969487068573,0.149,0.718,6.91287851244374e-39,ARHGDIA
NSD3,4.20168534817412e-43,1.08560423597713,0.455,0.357,7.22521812472022e-39,NSD3
ETV6,4.44406311256395e-43,1.1136570478165,0.649,0.563,7.64201092836497e-39,ETV6
GPR132,5.05779305966299e-43,1.15151708417997,0.769,0.73,8.69738094539649e-39,GPR132
RASAL2,5.74676471228412e-43,1.21670400148238,0.418,0.286,9.88213659924376e-39,RASAL2
SELENOW,6.19202253825524e-43,-1.18463123823364,0.142,0.713,1.06478019567837e-38,SELENOW
PAXBP1,8.17332723606585e-43,1.25450036057927,0.328,0.183,1.40548535151388e-38,PAXBP1
DCLRE1C,8.75985715620608e-43,1.38736330619997,0.328,0.207,1.5063450365812e-38,DCLRE1C
RBBP6,9.5491213489982e-43,1.28987510272082,0.299,0.177,1.64206690717373e-38,RBBP6
IFT140,1.03930962596385e-42,1.10345398606187,0.246,0.128,1.78719683280744e-38,IFT140
CADM1,1.06213917811524e-42,1.4602352219741,0.291,0.117,1.82645453068696e-38,CADM1
ATP5F1,1.07182837590629e-42,-1.11186325128115,0.179,0.745,1.84311607520846e-38,ATP5F1
CRY1,1.26700505110391e-42,1.2424883614739,0.209,0.048,2.17874188587828e-38,CRY1
TXNDC17,1.32600242867322e-42,-2.12267023725884,0.149,0.724,2.28019377634647e-38,TXNDC17
D16ERTD472E,1.36236975505052e-42,1.35126286975503,0.246,0.115,2.34273103078487e-38,D16ERTD472E
LPP,1.6913295607736e-42,1.11695476867283,0.343,0.275,2.90841031270629e-38,LPP
ITM2B,1.73168141378558e-42,-1.20243297023534,0.545,0.947,2.97779935914568e-38,ITM2B
MTDH,1.9601714503989e-42,0.923389549397077,0.5,0.521,3.37071082610595e-38,MTDH
IVNS1ABP,2.08921869297969e-42,1.23432086429252,0.328,0.197,3.59262046444788e-38,IVNS1ABP
B4GALT6,2.50242705897891e-42,1.24711809354313,0.261,0.066,4.30317357062014e-38,B4GALT6
TMEM19,2.75703067532582e-42,0.959454499478165,0.53,0.58,4.74098994929028e-38,TMEM19
NUP210,2.91690404832089e-42,1.1618549155663,0.328,0.179,5.01590820149259e-38,NUP210
RBM47,3.40990087422874e-42,1.27198755874122,0.321,0.134,5.86366554332375e-38,RBM47
CCDC186,4.23935512493815e-42,1.04319316791294,0.254,0.187,7.28999507284365e-38,CCDC186
CCDC88A,4.97461518978257e-42,1.04361328813987,0.634,0.676,8.55434828035011e-38,CCDC88A
CYLD,5.34196183805804e-42,1.02841401758651,0.366,0.317,9.18603757672461e-38,CYLD
FAM32A,5.52818848704676e-42,-1.26759169759409,0.112,0.676,9.50627292232561e-38,FAM32A
EPSTI1,5.60773884972068e-42,-2.55248304005103,0.634,0.938,9.64306772597969e-38,EPSTI1
PTMS,5.69009145869259e-42,-1.2290206382201,0.239,0.797,9.78468127236777e-38,PTMS
GAPDH,8.02719800963048e-42,-1.43877951850241,0.56,0.935,1.38035696973606e-37,GAPDH
WAC,8.49007448374593e-42,0.965814951050415,0.313,0.342,1.45995320822495e-37,WAC
SON,1.11275140641346e-41,0.948557902653395,0.634,0.616,1.91348731846858e-37,SON
CAPZB,1.18812501939126e-41,-1.22470029052967,0.216,0.778,2.04309978334521e-37,CAPZB
CADM3,1.22406126123851e-41,1.32477550560392,0.269,0.116,2.10489574482574e-37,CADM3
KDM6B,1.95490536714434e-41,1.23654315484747,0.448,0.296,3.36165526934141e-37,KDM6B
ATP6V0E,2.11313147368505e-41,-0.957512266227924,0.351,0.866,3.63374088214882e-37,ATP6V0E
ARPC3,2.20821834006568e-41,-0.997623853456743,0.388,0.887,3.79725225757695e-37,ARPC3
HERC2,2.74232176786675e-41,1.07887908060393,0.231,0.162,4.71569651202366e-37,HERC2
TMPRSS11D,3.16442278225644e-41,2.38692213151614,0.284,0.048,5.44154141636817e-37,TMPRSS11D
MARCH7,3.67985796839456e-41,1.03040130644091,0.396,0.301,6.32788376245128e-37,MARCH7
SRI,4.77473850641085e-41,-1.22980056653876,0.299,0.834,8.2106403356241e-37,SRI
PPP1CA,5.17882448149293e-41,-1.22419224947123,0.149,0.712,8.90550657837524e-37,PPP1CA
WLS,7.70571939254729e-41,1.34379583840595,0.254,0.055,1.32507550674243e-36,WLS
NDUFB9,9.98545392087908e-41,-1.07319141689741,0.097,0.643,1.71709865623437e-36,NDUFB9
RGS1,1.03592745052039e-40,-1.85650033842284,0.381,0.866,1.78138084391487e-36,RGS1
COX6A1,1.04208142330493e-40,-1.07687009883056,0.164,0.719,1.79196321551515e-36,COX6A1
UTY,1.19611830655813e-40,1.41204974869295,0.224,0.051,2.05684503995735e-36,UTY
ZC3H13,1.28969445226272e-40,1.17072992438806,0.403,0.276,2.21775858011098e-36,ZC3H13
ERLIN1,1.45046555496913e-40,1.09155077267538,0.343,0.241,2.49422056832492e-36,ERLIN1
UBXN1,1.45451633410656e-40,-1.12287946748619,0.134,0.689,2.50118628812963e-36,UBXN1
HERC4,1.63570428135769e-40,1.16338332380555,0.448,0.346,2.81275708222268e-36,HERC4
STRIP2,2.06323518650424e-40,1.28550493864941,0.47,0.439,3.54793922671269e-36,STRIP2
DCSTAMP,2.15521484014305e-40,1.88487049875065,0.299,0.034,3.70610743910999e-36,DCSTAMP
ATP5J,2.22320530507492e-40,-1.00258379430777,0.104,0.641,3.82302384260684e-36,ATP5J
PRKCD,2.22690499055629e-40,1.00710271454029,0.433,0.374,3.8293858217606e-36,PRKCD
RPL31,2.23619092601801e-40,-1.23421454699456,0.157,0.716,3.84535391638057e-36,RPL31
SUMO1,2.34045154764903e-40,-0.960839703600063,0.127,0.665,4.02464048133727e-36,SUMO1
IPO7,2.54964657131537e-40,1.1126895455596,0.254,0.14,4.3843722440339e-36,IPO7
MYSM1,2.65845570614605e-40,1.18945818875046,0.321,0.157,4.57148043228875e-36,MYSM1
NR4A3,3.36689016244578e-40,1.44686811317032,0.493,0.323,5.78970432334176e-36,NR4A3
MAGT1,4.10729902953854e-40,0.94365169501544,0.336,0.256,7.06291141119447e-36,MAGT1
ATAD2B,4.413374266906e-40,0.97860696602323,0.328,0.279,7.58923838937155e-36,ATAD2B
ARHGAP17,4.41787957348805e-40,1.09321668750604,0.343,0.21,7.59698571457006e-36,ARHGAP17
SMDT1,4.49882079582999e-40,-1.13216467720212,0.075,0.612,7.73617224050925e-36,SMDT1
EIF3M,4.71142805659896e-40,-1.13216078374957,0.09,0.629,8.10177168612756e-36,EIF3M
PSMB3,4.78645788910413e-40,-1.13146847750991,0.134,0.682,8.23079298610347e-36,PSMB3
PDZD8,4.85843873567361e-40,1.11697204792356,0.254,0.127,8.35457124986434e-36,PDZD8
RAC1,5.05429366905022e-40,-0.832306167989327,0.231,0.763,8.69136339329875e-36,RAC1
DNAJB2,5.62822456043995e-40,1.05408178440638,0.284,0.17,9.67829495413253e-36,DNAJB2
GRK3,5.69979306000309e-40,1.13587352501322,0.522,0.426,9.80136414598131e-36,GRK3
DIAPH1,7.29576484095824e-40,1.04039554015065,0.343,0.21,1.25457972205118e-35,DIAPH1
USP9X,7.4415668532177e-40,1.10717133629169,0.306,0.207,1.27965183607932e-35,USP9X
ACTG1,7.75322889823328e-40,-1.46171740213253,0.903,0.986,1.3332452413402e-35,ACTG1
VCAM1,9.40084548176119e-40,1.46378769086198,0.433,0.244,1.61656938904365e-35,VCAM1
RPL4,1.01812853410901e-39,-1.05602303815933,0.321,0.842,1.75077382725385e-35,RPL4
NFKB1,1.02732609406387e-39,1.13724764231225,0.313,0.24,1.76658995135223e-35,NFKB1
SARAF,1.12268965170954e-39,1.11662558620027,0.41,0.342,1.93057712507973e-35,SARAF
1810058I24RIK,1.26874977276434e-39,-1.40854416310471,0.06,0.601,2.18174210924555e-35,1810058I24RIK
TOMM22,1.34143891418824e-39,-1.06496084761047,0.075,0.604,2.3067383568381e-35,TOMM22
RTN4,1.36812013590848e-39,0.820114604571355,0.597,0.696,2.35261938570822e-35,RTN4
SNX11,2.23362999619948e-39,1.05809910445966,0.246,0.126,3.84095014146463e-35,SNX11
ATF6,2.8432834762537e-39,1.09998601991146,0.239,0.105,4.88931026576587e-35,ATF6
ITPR1,2.86522474642171e-39,1.28232818200637,0.216,0.067,4.92704047394677e-35,ITPR1
